,원문,번역문
867,슈퍼주니어의 동해와 은혁을 좋아합니다.,I like Donghae and Eunhyuk from Super Junior. <END>
868,스노우 파크를 이용하지 않는 고객님도 입장 가능합니다.,The customer who does not use Snow Park may enter as well. <END>
869,스노우파크는 원마운트 옆에 있어요.,Snow Park is next to the One Mount. <END>
870,스모크 오일의 성분분석표 첨부하여 보내드리오니 참고하세요.,"I am attaching the components analysis chart of the smoke oil, and please refer to it. <END>"
871,스몸비 는 스마트폰과 좀비의 합성어입니다.,Smombie is a compound word of smartphone and zombie. <END>
872,스미스는 엄청 아팠다가 회복되었어.,Smith was really sick but got recovered. <END>
873,스미스씨가 5번으로 전화 대기 중입니다.,Mr. Smith is waiting on line 5. <END>
874,스위스 제네바에서 가동중인 서버가 부팅 스크립트 오류로 자동 재부팅이 불가능합니다.,"A server running in Geneva, Switzerland, cannot boot automatically due to boot script error. <END>"
875,스캔들 나인 디퓨져는 당신의 생각을 이롭게 하고 좋은 사람으로 보여지게 만들어 드릴 것입니다.,Scandal Nine diffuser will make your thoughts better and make you look like a good person. <END>
876,스킵플로어는 복층 공간에서 좀 더 실용적으로 복층 공간을 만드는 것입니다.,Skip floor is creating a double layer space more practically in dual-layer space. <END>
877,스타우트는 아주 짙은 색의 맥주에요.,Stout is a very dark beer. <END>
878,스타트렉은 우주 탐사에 관한 이야기야.,Star Track is a story about exploring space. <END>
879,스티브 잡스는 21세기를 혁신시켰어요.,Steve Jobs has innovated 21 century. <END>
880,스팸이나 간장을 넣어서 비벼 먹어도 맛있어.,It is also delicious if you put extra Spam and soy sauce in it and mix. <END>
881,승범이 볼 때 같이 보는 게 좋지.,Meeting together with Seungbeom would be nice. <END>
882,시드니 에이전트의 승인이 안되어 선적이 12월 10일로 선적일이 지연되었습니다.,We couldn't receive Sydney agency’s approval so the date of shipment was postponed to December 10th. <END>
883,시리아 내전은 2010년 아랍의 봄 개혁 당시에 시리아 정부가 개혁을 시도하려 했어요.,The Syrian Civil War occurred as the Syrian government attempted a reform in the middle of the Arab Spring in 2010. <END>
884,시사제주는 9월 13일 제주도에서 키위 홍콩 수출 확대 세미나를 개최했습니다.,"Sisa Jeju held a Kiwi Hongkong Expansion Seminar on September 13th, in Jeju Island. <END>"
885,시카고는 바람이 많이 불어 매우 춥습니다.,Chicago is cold since it is windy. <END>
886,시카고는 바람이 많이 불었습니다.,Chicago was too windy. <END>
887,시카고로 가는 편도 티켓이 얼마예요?,How much is a one-way ticket to Chicago? <END>
888,시카고에서 뉴욕갈 때 자동차편이 아닌 비행기로 이동해도 되겠습니까?,Can I get to New York from Chicago by plane instead of by car? <END>
889,신은 화면에서 귀신이 나오는 것을 봤어.,Shin saw the ghosts coming out of the screen. <END>
890,신구는 식당에서 아르바이트를 하고 있어요.,Shingu is doing a part-time job at the restaurant. <END>
891,신데렐라는 요정을 만나 무도회에 갑니다.,Cinderella goes to the ball after meeting a fairy. <END>
892,신라는 한국의 고대 국가 이름이에요.,Silla is the name of Korean ancient country. <END>
893,신라시대 다리인 월정교의 복원공사도 완공이 다가오니 구경하기 좋을 것 같습니다.,"The restoration of Wol Jung Gyo, a bridge in Silla Dynasty, is almost completed, so you can take a look at that as well. <END>"
894,신사동은 한국 젊은 사람들이 자주 찾는 곳이야.,Shinsadong is a place where many young Koreans go to. <END>
895,신주쿠역에서 사망 사고가 있었어요.,There was an incidence of death at Shinjuku Station. <END>
896,신포 국제시장에는 어떤 것들이 있나요?,What kind of things are there in Sinpo International Market? <END>
897,실미도 해수욕장에는 대형 담수 풀장이 있습니다.,There is a freshwater pool in Silmido Beach. <END>
898,십리포 해수욕장에 제가 텐트를 칠 수 있나요?,Can I set up a tent on the Sipripo Beach? <END>
899,십리포 해수욕장은 금연 해수욕장입니다.,Simripo Beach is a smoking free area. <END>
900,싱가폴 삼성센터에 전화하셔서 호환성 여부를 체크 해보시길 권장 드립니다.,Please call to Singapore Samsung service center so that you can check the compatibility available. <END>
901,싱글캡슐 패키지에만 영어 상품명이 없기 때문에 대신 스티커를 붙이겠습니다.,"Because there was no product name attached on the Single Capsule Package, there will be a sticker attached instead. <END>"
902,쓰시마 호텔에 가려면 어떻게 가나요?,How can I get to Tsushima hotel? <END>
903,씨씨디가 문제가 되는 주된 이유는 꿀벌이 생태계에 없어서는 안 될 중요한 존재이기 때문입니다.,The main problem with CCD is the reason that the honeybee is something very important and should not disappear in an ecosystem. <END>
904,아귀찜은 좋고 싫고가 꽤 갈리는 음식이에요.,The preferences on Agujjim differ among people. <END>
905,아누비스 공격 시작인데 입구에서 포탑만 짓고 아무짓도 안하는 유저는 트롤이 아니란 말입니까?,Isn't it a troll who does nothing after making only one turret in front of the entrance in Anubis attack map? <END>
906,아디다스 브랜드 상품으로만 100달러 구매 시 배송비 10달러가 할인됩니다.,"If you buy the adidas' products for over 100 dollars, 10 dollars of delivery fee will be discounted. <END>"
907,아디다스는 현재 160여 개국과 교류하고 있으며 브랜드가치는 세계 100대 기업 안에 선정된 큰 기업이에요.,Adidas is a big company which operates in more than 160 countries and the worth of the brand is nominated among the world's 100 business. <END>
908,아름다운 그대에게 드라마에 출연할 수 있어서 좋았다는 인터뷰입니다.,It was an interview saying that it was an honor to be on the drama To the beautiful you. <END>
909,아마존 검색창에 x 또는 y를 치시면 우리가 추천하는 상품이 나옵니다.,"If you search x or y at amazon on Amazon, you will see the list recommended by us. <END>"
910,아마존 발송처리가 잘못되어서 고객에게는 우리가 먼저 환불처리를 했어요.,We processed a refund to the customer first because the delivery process of Amazon went wrong. <END>
911,아마존으로부터 환불 관련 메일을 받았어요.,I got an email about the refund from Amazon. <END>
912,아마존의 강 피라크루는 크기가 거대합니다.,Amazon River's Pilacru is enormous. <END>
913,아모레 퍼시픽은 자사 제품인 에어쿠션을 2008년에 시중에 출시했어요.,Amore Pacific released their Air Cushion in the market in 2008. <END>
914,아벨서점은 인천 동구에 있는 헌책방입니다.,Abel bookstore is an used bookstore in Incheon Donggu. <END>
915,아브라함 루이 브레게는 시계 역사상 가장 위대한 발명가로 꼽힙니다.,Abraham Louis Breguet is one of the greatest inventor in the watch history. <END>
916,아사히 생맥주 외에 다른 맥주도 있나요?,Do you have anything other than Asahi beer? <END>
917,아시아 대학 영화제 출품 관련 서류 첨부합니다.,I attach the entry documents of the Asian University Film Festival. <END>
918,아시아뿐만 아니라 유럽이나 남미까지 넓게 네트워크를 가지고 있어요.,"Not only in Asia, but there is a wide network in Europe and South America. <END>"
919,아시안 게임이 열리는 인천은 어떤 도시인가요?,What kind of city is Incheon holding the Asian Games? <END>
920,아에르고의 해외팀은 어떠한 일을 하나요?,What kind of work does the overseas team of Aergo perform? <END>
921,아우스빌둥을 시작해도 됩니까?,Can I start Ausbildung? <END>
922,아이 유비는 당신의 아름다운 마음만큼이나 빛나는 당신의 피부를 생각합니다.,IYOUB cares for the skin that's as radiant as your beautiful soul. <END>
923,아이린의 생일을 축하해 주셔서 감사합니다.,Thank you for celebrating Irene's birthday. <END>
924,"아이보스는 한국에서 가장 큰 마케터 커뮤니티로, 교육 사업과 마케팅 컨설팅 사업을 하고 있습니다.","I-boss is the largest marketer community in Korea, in business for education and marketing consulting. <END>"
925,아이에프엘에이가 제시한 난독증을 위한 도서관 서비스 내용은 다음과 같습니다.,IFLA suggests library services for dyslexia as below. <END>
926,아이티캐너스의 2014년은 기념되는 사업이 많은 해였습니다.,"For ITcanus, 2014 was a year of many projects to celebrate. <END>"
927,아이폰처럼 자체 앱스토어를 사용하지 않아 훨씬 더 다양한 앱들을 만날 수 있습니다.,"It does not use its own app store like the iPhone, so you can use more various apps. <END>"
928,아이홀리 에어 싱글 세트는 대 사이즈 상의 걸이 6개로 구성되어 있습니다.,IHOLEE's air single matt is composed of five big sized hangers for the top. <END>
929,아주대학교는 한국인과 함께 사용하는 외국인 전용 기숙사를 가지고 있습니다.,"In Ajou University, there's a foreigner-only dormitory which is possible to use with Koreans. <END>"
930,아키하바라역에 가면 말씀드리겠습니다.,I'll tell you when we get to Akihabara Station. <END>
931,아톰은 쓰러지고 쓰러져도 기어이 일어났지.,Atom eventually got up even after many times of falling. <END>
932,안나 메일의 오더와 같은 상황입니다.,It is the same situation as an Anna's order by e-mail. <END>
933,안산 와 스타디움이라는 이름은 어떻게 지어졌나요?,How was the name Ansan Wa Stadium named? <END>
934,안지랑은 대구시 남구 대명동에 있습니다.,"Angierang is in Deamyeoung-dong, Nam-gu, Daegu-si. <END>"
935,안토니오는 좋아하는 것을 포기하지 않았어.,Antonio didn't give up what he likes. <END>
936,안현수는 러시아의 영웅이 되었습니다.,Viktor Ahn has become a hero of Russia. <END>
937,알래스카가 여름이라니 놀랍습니다.,It's surprising that it is summer in Alaska. <END>
938,알래스카예는 많은 눈이 내렸습니다.,There was a bunch of snows in Alaska. <END>
939,나 때문에 기다리지 말고 먼저 쳐.,Don’t wait for it and hit it first. <END>
940,"알렉스, 언제 돌아올거예요?","Alex, when are you going to come back? <END>"
941,알렉스가 요즘 영어 실력이 부쩍 늘었어요.,Alex has greatly improved in English these days. <END>
942,알맹역에 도착하면 얘기해 주세요.,Please tell me if you arrive at Almeng Station. <END>
943,알바트로스 인베스트먼트가 서강대에 5억 원을 기부했습니다.,Albatros Investment donated 500 million won to Seogang Univ. <END>
944,알카에다는 그에게 이 조직을 해체하라고 촉구했습니다.,Al quaeda urged him to disassemble this organization. <END>
945,알프스는 눈이 엄청나게 내려요.,It is snowing quite heavily in the Alps. <END>
946,애국가로 시작된 그들의 공연으로 모두가 감동과 열광의 도가니가 되었다.,Their concert kicked off with excitement and enthusiasm as it began with the Korean National Anthem. <END>
947,애드런이 그것을 가능케 해드리겠습니다.,Ad-run will make that possible for you. <END>
948,"애지앙은 아름다운 꽃과 나무로 꾸며져 있어 데이트 코스로도, 미로를 체험하며 흘린 땀을 식히기에 좋은 곳이에요.","Aejiang is decorated with flowers and trees, which is good for couples to go on a date or people to relax after experiencing the mazes. <END>"
949,애프터스쿨은 역시나 멋져요.,Afterschool is so cool as expected. <END>
950,애플은 스마트폰의 프로그램을 만듭니다.,Apple makes programs for smartphones. <END>
951,애플의 아이폰에 대해 발표하겠습니다.,I would like to make a presentation about Apple's iPhone. <END>
952,액턴에 관심을 가져주셔서 감사합니다.,Thank you for your interest in Acton. <END>
953,"앤, 어제 나는 이자와 얘기를 하다 늦게 집에 돌아왔어.","Anne, I came home late after having a conversation with Iza yesterday. <END>"
954,앤디 지하철이 조금 늦게 도착할 것 같아.,"Andy, the subway will arrive a little bit late. <END>"
955,앱스토어에서 Flitto를 내려받으세요.,Please download Flitto on Appstore. <END>
956,양념치킨을 만드신 분은 우리나라 사람인 윤종계씨라고 하십니다.,The person who invented yangnyeom chicken is a Korean person called Jonggye Yoon. <END>
957,양반이 아닌 일반 백성인 그의 이름은 그 누구에게도 중요하지 않았습니다.,His own name was not important to anyone because he was not of the Yangban class. <END>
958,어버이날 전날에 케이크를 사서 집에 갔어.,I bought a cake and took it home on the day before Parent's day. <END>
959,어벤져스의 멤버 중에서 토르는 내가 가장 매력적이라고 생각하는 인물이에요.,I think Thor is the most attractive character among Avengers characters. <END>
960,"얼음의 제왕에서 드랍되며, 매우 위험한 물질이지만 그만큼 강력해요.","It becomes very dangerous matter by being dropped in the Ice King, but it also becomes powerful. <END>"
961,에디는 참 작은 것에도 감사할 줄 알아요.,Eddy feels thankful at small things. <END>
962,에릭은 다음 주 월요일에 수술할 예정입니다.,Eric is going to have surgery next Monday. <END>
963,에린은 한나와 같은 병원 소아과 집중 치료실에서 치료를 받았다고 했어요.,Erine said she was treated at the same pediatric intensive care unit with Hannah. <END>
964,에반 밀러는 앨라배마에서 가정 폭력을 일삼는 아버지를 피해 가출했어요.,Evan Miller ran away from home in Alabama to escape his father who frequently commits domestic violence. <END>
965,에버랜드 안에는 많은 놀이 기구가 있었습니다.,There are lots of rides in Everland. <END>
966,에버랜드 입장권은 얼마에요?,How much is the Everland ticket? <END>
967,에버랜드예는 많은 동물이 살고 있어요.,There were lots of animals in the Everland. <END>
968,에이든이 재킷 2개를 잃어버렸습니다.,Aiden lost 2 jackets. <END>
969,에이치&앰은 실제로도 유명디자이너와 함께 콜라보레이션 하는 작업을 적극적으로 이용해왔다.,H&M has actively used collaborating with those famous designers. <END>
970,에이칸도는 단풍을 보면서 일본의 전통적인 분위기를 느낄 수 있는 일본의 오래된 절입니다.,Eikando is an old temple in Japan where you can enjoy the traditional atmosphere of Japan watching autumn colors. <END>
971,에이핑크 하영의 최신 사진이 화제예요.,Apink Hayoung's latest picture is an issue. <END>
972,에펠탑 근처에 유명한 맛집이 어디 있나요?,Where is the famous restaurant near the Eiffel Tower? <END>
973,에펠탑 위에 올라가서 파리의 야경을 본다는 것은 상상만해도 가슴이 두근거리네요.,The though alone of watching night view of Paris somewhere on the Eiffel Tower makes my heart flutter. <END>
974,에펠탑으로 가고 싶은데 어떻게 가야 하나요?,"I'd like to go Eiffel Tower, and how can I get there? <END>"
975,에펠탑은 파리에 있습니다.,The Eiffel Tower is in Paris. <END>
976,엑소의 정규 2집 Exodus는 어제 발매되었습니다.,Exo's 2nd official album called Exodus was released yesterday. <END>
977,엑스맨 영화로 많은 인기를 얻었습니다.,He gained great popularity thanks to the movie X-man. <END>
978,"엘란이 요구한 위자료는 역대 최고 기록을 넘은 1,943,132,160원이에요.","The compensation Ellan demanded was more than the best record, 1,943,132,160 won. <END>"
979,엘리자베스는 오직 위크햄의 말만 듣고 다시에 대해 편견을 갖게 됩니다.,Elizabeth listens to only Wichnam’s words and gets to have prejudice against Darcy. <END>
980,엠파이어 스테이트 빌딩은 102층이고 높이는 381미터예요.,"The Empire State building has 102 stories, whose height is 381 meters. <END>"
981,여름 빌딩 1층에 있는 이니스프리로 가보세요.,Please go to the Innisfree on the 1st floor of Summer Building. <END>
982,여수 아쿠아플라넷은 저렴한 가격으로 다양한 물고기들을 볼 수 있습니다.,You can see various fish at Yeosu Aqua Planet for a cheap price. <END>
983,여수는 며칠째 폭염이 지속되고 있어요.,A heatwave in Yeosu has lasted for the past few days. <END>
984,여수의 굴은 사람의 몸에 좋고 맛도 좋아 생으로도 먹고 구워서도 먹습니다.,The oysters of Yeosu are good for human body and taste good so we eat the oysters raw and cooked. <END>
985,여의도 공원은 교통이 편리해서 가기 쉽습니다.,It's easy to go to Yeouido Park with its convenient traffic. <END>
986,"여의도에 증권가가 형성되어 있고, 강남 주변에는 새로운 금융서비스 지역이 형성되고 있어.","In Youido island, streets of securities companies are formed and now around Gangnam area, new financing service district is forming. <END>"
987,연수구에 있는 라마다 송도호텔입니다.,It's Ramada Songdo Hotel which is in YeonSoo-Gu. <END>
988,연희동에는 어떻게 가야 하나요?,"Speed dating, it? <END>"
989,열우물경기장 입구가 바로 정육 거리입니다.,The entrance of Yulumul Arena is the meat-packing street. <END>
990,영국과 스웨덴 등에서도 범죄수익으로 비트코인이 환수되고 있는 것으로 알려졌어요.,"Bitcoin is reportedly being returned to criminals in the UK, Sweden, and other countries. <END>"
991,영남대학교와 사월역 사이에 있습니다.,It is located between Yeongnam University and Sawol station. <END>
992,영희의 배 속에 있는 둘째 아기의 성별은 병원에서 아직 알려주지 않았니?,Did the hospital let Younghee know what the gender of the baby is? <END>
993,오가물 게스트하우스는 어떤 곳인가요?,What kind of place is Ogamul Guest House? <END>
994,오뚜기 여직원 평균 근속 연수는 9.1년으로 다른 회사보다 2년 더 길어요.,"The continuous working years of female employees at Ottogi are 9.1 years, which is 2 years longer than other companies. <END>"
995,오래美는 국내외 에이전트 통합모델이에요.,OHRAE美 is an integrated model of both domestic and foreign agent. <END>
996,오렌지 거리에 있는 공원은 어디에 있나요?,Where is the park in Orange Street? <END>
997,오를리 공항에서 당신의 집까지는 얼마나 걸려요?,How far from Orly Airport to your home? <END>
998,오마이뉴스의 영향력이 크네요.,The O My News is very influential. <END>
999,오만과 편견이라는 소설을 보면 결혼관이 매우 다른 두명의 여성이 나옵니다.,"In a novel, Pride and Prejudice, we can see two women with very different idea on marriage. <END>"
